○　	日,か　
○いしけん	追試験,ついしけん
○いしげる	生い茂る,おいしげる
○いした	大した,たいした
○いしつ	性質,せいしつ	体質,たいしつ
○いして	概して,がいして	大して,たいして
○いしばる	食いしばる,くいしばる
○いしぶる	言い渋る,いいしぶる
○いしめ	買い占め,かいしめ
○いしめる	買い占める,かいしめる
○いしゃ	映写,えいしゃ	会社,かいしゃ	傾斜,けいしゃ	芸者,げいしゃ	水車,すいしゃ	退社,たいしゃ	代赭,たいしゃ	大赦,たいしゃ	停車,ていしゃ	歯医者,はいしゃ	拝謝,はいしゃ	敗者,はいしゃ	配車,はいしゃ	兵舎,へいしゃ	目医者,めいしゃ
○いしゃく	解釈,かいしゃく	貸借,たいしゃく	拝借,はいしゃく	媒酌,ばいしゃく
○いしゃじょう	停車場,ていしゃじょう
○いしゃつ	ワイシャツ,わいしゃつ
○いしゃば	停車場,ていしゃば
○いしゅ	採取,さいしゅ	清酒,せいしゅ	亭主,ていしゅ	名手,めいしゅ	盟首,めいしゅ	銘酒,めいしゅ
○いしゅう	哀愁,あいしゅう	会衆,かいしゅう	回収,かいしゅう	改宗,かいしゅう	改修,かいしゅう	閨秀,けいしゅう	最終,さいしゅう	採集,さいしゅう	体臭,たいしゅう	大衆,たいしゅう	買収,ばいしゅう	毎週,まいしゅう	来襲,らいしゅう	来週,らいしゅう
○いしゅく	慶祝,けいしゅく	星宿,せいしゅく	静粛,せいしゅく	貞淑,ていしゅく
○いしゅっけつ	内出血,ないしゅっけつ
○いしゅつ	外出,がいしゅつ	歳出,さいしゅつ	退出,たいしゅつ	提出,ていしゅつ	排出,はいしゅつ	輩出,はいしゅつ
○いしゅもち	亭主持ち,ていしゅもち
○いしゅん	回春,かいしゅん	改悛,かいしゅん	青春,せいしゅん	売春,ばいしゅん	来春,らいしゅん
○いしゅんふ	売春婦,ばいしゅんふ
○いしょ	愛書,あいしょ	楷書,かいしょ	最初,さいしょ	随所,ずいしょ	清書,せいしょ	聖書,せいしょ	対処,たいしょ	大所,たいしょ	代書,だいしょ	内緒,ないしょ	配所,はいしょ	名所,めいしょ	由緒,ゆいしょ	ヨイショ,よいしょ	類書,るいしょ
○いしょう	哀傷,あいしょう	愛称,あいしょう	愛誦,あいしょう	合性,あいしょう	解消,かいしょう	快勝,かいしょう	改称,かいしょう	甲斐性,かいしょう	外傷,がいしょう	外相,がいしょう	街娼,がいしょう	形象,けいしょう	敬称,けいしょう	景勝,けいしょう	継承,けいしょう	警鐘,けいしょう	軽傷,けいしょう	軽少,けいしょう	軽症,けいしょう	最少,さいしょう	宰相,さいしょう	罪障,ざいしょう	推奨,すいしょう	推賞,すいしょう	水晶,すいしょう	瑞祥,ずいしょう	斉唱,せいしょう	対照,たいしょう	対称,たいしょう	対象,たいしょう	隊商,たいしょう	大勝,たいしょう	大将,たいしょう	大正,たいしょう	代償,だいしょう	大小,だいしょう	追従,ついしょう	提唱,ていしょう	内証,ないしょう	廃娼,はいしょう	拝誦,はいしょう	売笑,ばいしょう	賠償,ばいしょう	名勝,めいしょう	名将,めいしょう	名称,めいしょう	類焼,るいしょう	例証,れいしょう	冷笑,れいしょう
○いしょうてき	対称的,たいしょうてき
○いしょうねん	青少年,せいしょうねん
○いしょうり	大勝利,だいしょうり
○いしょく	栄職,えいしょく	会食,かいしょく	解職,かいしょく	外食,がいしょく	菜食,さいしょく	在職,ざいしょく	生殖,せいしょく	退職,たいしょく	大食,たいしょく	褪色,たいしょく	定植,ていしょく	定職,ていしょく	定食,ていしょく	抵触,ていしょく	内職,ないしょく	配色,はいしょく	米食,べいしょく
○いしょくき	生殖器,せいしょくき
○いしょくしゃ	聖職者,せいしょくしゃ
○いしょてき	対蹠的,たいしょてき
○いしれる	言い知れる,いいしれる	酔いしれる,よいしれる
○いしろ	縫い代,ぬいしろ
○いしん	栄進,えいしん	会心,かいしん	回診,かいしん	改心,かいしん	改新,かいしん	改進,かいしん	外心,がいしん	敬神,けいしん	軽信,けいしん	再審,さいしん	最新,さいしん	細心,さいしん	推進,すいしん	水深,すいしん	清新,せいしん	精神,せいしん	西進,せいしん	誠心,せいしん	耐震,たいしん	代診,だいしん	追伸,ついしん	挺身,ていしん	艇身,ていしん	逓信,ていしん	内心,ないしん	内申,ないしん	背信,はいしん	陪審,ばいしん	邁進,まいしん	迷信,めいしん	来信,らいしん	累進,るいしん
○いしんし	頼信紙,らいしんし
○いしんていとう	平身低頭,へいしんていとう
○いしんのう	内親王,ないしんのう
○いしんびょう	精神病,せいしんびょう
○いしんぼう	食いしん坊,くいしんぼう
○いじ	愛児,あいじ	嬰児,えいじ	英字,えいじ	海事,かいじ	刑事,けいじ	兄事,けいじ	啓示,けいじ	慶事,けいじ	掲示,けいじ	細字,さいじ	炊事,すいじ	随時,ずいじ	政治,せいじ	対峙,たいじ	胎児,たいじ	退治,たいじ	大事,だいじ	ついじ,ついじ	呈示,ていじ	定時,ていじ	提示,ていじ	内示,ないじ	拝辞,はいじ	兵事,へいじ	平時,へいじ	明治,めいじ	明示,めいじ	累次,るいじ	類似,るいじ
○いじい	ＢＧ,びいじい
○いじか	政治家,せいじか
○いじけい	丁字形,ていじけい
○いじじょうがく	形而上学,けいじじょうがく
○いじつ	祭日,さいじつ	誠実,せいじつ	内実,ないじつ	平日,へいじつ	名実,めいじつ
○いじゃ	正邪,せいじゃ	聖者,せいじゃ	大蛇,だいじゃ
○いじゃく	愛着,あいじゃく	衰弱,すいじゃく	静寂,せいじゃく	脆弱,ぜいじゃく
○いじゅ	内需,ないじゅ	拝受,はいじゅ	米寿,べいじゅ
○いじゅう	永住,えいじゅう	懐柔,かいじゅう	晦渋,かいじゅう	軽重,けいじゅう	在住,ざいじゅう	体重,たいじゅう	追従,ついじゅう	定住,ていじゅう
○いじゅく	成熟,せいじゅく
○いじゅつ	芸術,げいじゅつ
○いじゅついん	芸術院,げいじゅついん
○いじゅん	水準,すいじゅん	清純,せいじゅん
○いじょ	解除,かいじょ	才女,さいじょ	貞女,ていじょ	内助,ないじょ	廃除,はいじょ	排除,はいじょ
○いじょう	愛情,あいじょう	会場,かいじょう	海上,かいじょう	開場,かいじょう	階上,かいじょう	階乗,かいじょう	刑場,けいじょう	形状,けいじょう	敬譲,けいじょう	経常,けいじょう	計上,けいじょう	警乗,けいじょう	最上,さいじょう	斎場,さいじょう	罪状,ざいじょう	水上,すいじょう	性情,せいじょう	政情,せいじょう	正常,せいじょう	清浄,せいじょう	退場,たいじょう	大乗,だいじょう	呈上,ていじょう	内情,ないじょう	内状,ないじょう	平常,へいじょう	名状,めいじょう	来場,らいじょう	令嬢,れいじょう	令状,れいじょう	礼状,れいじょう	霊場,れいじょう
○いじょうき	水蒸気,すいじょうき	星条旗,せいじょうき
○いじょうひ	経常費,けいじょうひ
○いじょうぶ	大丈夫,だいじょうぶ
○いじるし	合印,あいじるし
○いじろ	丁字路,ていじろ
○いじん	愛人,あいじん	初陣,ういじん	英人,えいじん	灰燼,かいじん	外人,がいじん	才人,さいじん	水神,すいじん	粋人,すいじん	成人,せいじん	聖人,せいじん	対陣,たいじん	退陣,たいじん	大臣,だいじん	大尽,だいじん	俳人,はいじん	廃人,はいじん	米人,べいじん	名人,めいじん	麗人,れいじん
○いじんえん	類人猿,るいじんえん
○いす	アイス,あいす
○いすい	海水,かいすい	すいすい,すいすい	盛衰,せいすい	耐水,たいすい	泥水,でいすい	泥酔,でいすい	排水,はいすい	配水,はいすい	類推,るいすい	冷水,れいすい
○いすいのじん	背水の陣,はいすいのじん
○いすいまさつ	冷水摩擦,れいすいまさつ
○いすいよく	海水浴,かいすいよく
○いすいよくじょう	海水浴場,かいすいよくじょう
○いすう	回数,かいすう	概数,がいすう	係数,けいすう	計数,けいすう	整数,せいすう	正数,せいすう	対数,たいすう	代数,だいすう	定数,ていすう	倍数,ばいすう	命数,めいすう
○いすうけん	回数券,かいすうけん
○いすかれえ	ライスカレー,らいすかれえ
○いすがる	追いすがる,おいすがる
○いすき	大好き,だいすき
○いすきい	ウイスキー,ういすきい
○いすぎ	言い過ぎ,いいすぎ
○いすぎる	言い過ぎる,いいすぎる
○いすくりいむ	アイスクリーム,あいすくりいむ
○いすたあ	大スター,だいすたあ
○いすてる	言い捨てる,いいすてる
○いする	愛する,あいする	介する,かいする	解する,かいする	害する,がいする	恋する,こいする	際する,さいする	推する,すいする	制する,せいする	製する,せいする	体する,たいする	対する,たいする	帯する,たいする	題する,だいする	呈する,ていする	廃する,はいする	拝する,はいする	排する,はいする	配する,はいする	倍する,ばいする	瞑する,めいする	類する,るいする
○いず	合図,あいず	海図,かいず	クイズ,くいず	系図,けいず	製図,せいず	だいず,だいず	チーズ,ちいず
○いずい	精髄,せいずい	追随,ついずい
○いずりまわる	はいずりまわる,はいずりまわる
○いずる	映ずる,えいずる	はいずる,はいずる	命ずる,めいずる	銘ずる,めいずる
○いずん	シーズン,しいずん
○いせ	来世,らいせ
○いせい	永世,えいせい	衛星,えいせい	衛生,えいせい	回生,かいせい	快晴,かいせい	改姓,かいせい	改正,かいせい	傾城,けいせい	形勢,けいせい	形成,けいせい	経世,けいせい	警世,けいせい	警醒,けいせい	再生,さいせい	在世,ざいせい	財政,ざいせい	水勢,すいせい	水星,すいせい	水棲,すいせい	彗星,すいせい	生成,せいせい	精製,せいせい	税制,ぜいせい	体制,たいせい	態勢,たいせい	胎生,たいせい	大勢,たいせい	大成,たいせい	大聖,たいせい	低声,ていせい	帝制,ていせい	帝政,ていせい	訂正,ていせい	内省,ないせい	内政,ないせい	兵制,へいせい	平静,へいせい	名声,めいせい	冷静,れいせい
○いせいがん	水成岩,すいせいがん
○いせいする	せいせいする,せいせいする
○いせいてき	衛生的,えいせいてき
○いせいどうどう	正々堂々,せいせいどうどう
○いせいよう	大西洋,たいせいよう
○いせき	愛惜,あいせき	解析,かいせき	形跡,けいせき	採石,さいせき	成績,せいせき	体積,たいせき	堆積,たいせき	退席,たいせき	追跡,ついせき	排斥,はいせき	陪席,ばいせき	明晰,めいせき	累積,るいせき
○いせきてき	対蹠的,たいせきてき
○いせつ	解説,かいせつ	開設,かいせつ	概説,がいせつ	大切,たいせつ	貞節,ていせつ	定説,ていせつ	内接,ないせつ	排泄,はいせつ	埋設,まいせつ	礼節,れいせつ	猥褻,わいせつ
○いせつのこう	螢雪の功,けいせつのこう
○いせつぶつ	排泄物,はいせつぶつ
○いせん	会戦,かいせん	回船,かいせん	改選,かいせん	開戦,かいせん	凱旋,がいせん	外線,がいせん	罫線,けいせん	再選,さいせん	賽銭,さいせん	すいせん,すいせん	垂線,すいせん	推薦,すいせん	水洗,すいせん	精選,せいせん	対戦,たいせん	大戦,たいせん	停戦,ていせん	停船,ていせん	内戦,ないせん	内線,ないせん	廃船,はいせん	敗戦,はいせん	肺尖,はいせん	配線,はいせん	配船,はいせん	銘仙,めいせん	冷戦,れいせん
○いぜい	せいぜい,せいぜい	平生,へいぜい
○いぜつ	悽絶,せいぜつ
○いぜる	ディーゼル,でぃいぜる
○いぜるきかん	ディーゼル機関,でぃいぜるきかん
○いぜん	愛染,あいぜん	営繕,えいぜん	改善,かいぜん	最前,さいぜん	最善,さいぜん	垂涎,すいぜん	整然,せいぜん	生前,せいぜん	泰然,たいぜん	追善,ついぜん	庭前,ていぜん	配膳,はいぜん	沛然,はいぜん	平然,へいぜん	霊前,れいぜん
